1.21,1.71,1.15,0.21,-0.27,1.0
3.15,46.77,4.53,0.55,0.82,0.0
-12.78,12.97,-11.42,-2.29,2.47,1.0
0.00,1.75,2.31,0.00,2.31,1.0
2.12,1.00,0.86,-1.96,0.70,0.0
0.00,68.48,2.31,0.00,2.31,1.0
3.15,48.25,7.80,5.07,-1.65,0.0
2.23,11.51,5.25,3.59,-0.57,0.0
2.95,1.07,3.36,-1.41,1.82,1.0
3.15,7.17,10.89,6.27,1.47,0.0
3.15,175.70,13.02,10.72,-0.20,0.0
0.00,20.96,2.31,0.00,2.31,0.0
3.15,112.72,15.16,10.72,-0.31,0.0
0.00,25.78,2.31,0.00,2.31,0.0
2.27,0.27,3.69,0.40,1.02,1.0
0.00,49.95,2.31,0.00,2.31,0.0
3.15,237.36,4.45,-1.32,-7.09,0.0
-2.60,5.64,-3.70,-1.32,0.87,1.0
3.15,59.66,-0.99,-1.32,-2.82,1.0
3.15,20.78,4.90,-0.12,0.45,0.0
3.15,135.60,-4.71,-1.32,-6.55,0.0
2.57,-0.45,0.99,-1.62,0.53,1.0
3.15,1.79,3.88,-1.32,2.04,1.0
